name,time,time_left,last_online,last_update,init_DartMonkey,init_BoomerangMonkey,init_BombShooter,init_TackShooter,init_IceMonkey,init_GlueGunner,init_Desperado,init_SniperMonkey,init_MonkeySub,init_MonkeyBuccaneer,init_MonkeyAce,init_HeliPilot,init_MortarMonkey,init_DartlingGunner,init_WizardMonkey,init_SuperMonkey,init_NinjaMonkey,init_Alchemist,init_Druid,init_Mermonkey,init_BananaFarm,init_SpikeFactory,init_MonkeyVillage,init_EngineerMonkey,init_BeastHandler,init_Quincy,init_Gwendolin,init_StrikerJones,init_ObynGreenfoot,init_Silas,init_Benjamin,init_PatFusty,init_CaptainChurchill,init_Ezili,init_Rosalia,init_Etienne,init_Sauda,init_Adora,init_AdmiralBrickell,init_Psi,init_Geraldo,init_Corvus,init_gamecount,init_follower,DartMonkey,BoomerangMonkey,BombShooter,TackShooter,IceMonkey,GlueGunner,Desperado,SniperMonkey,MonkeySub,MonkeyBuccaneer,MonkeyAce,HeliPilot,MortarMonkey,DartlingGunner,WizardMonkey,SuperMonkey,NinjaMonkey,Alchemist,Druid,Mermonkey,BananaFarm,SpikeFactory,MonkeyVillage,EngineerMonkey,BeastHandler,Quincy,Gwendolin,StrikerJones,ObynGreenfoot,Silas,Benjamin,PatFusty,CaptainChurchill,Ezili,Rosalia,Etienne,Sauda,Adora,AdmiralBrickell,Psi,Geraldo,Corvus,gamecount,follower,url,pfp_url
Player,189383,161935000,0,,8149,3762,2279,2773,3597,1381,1114,3054,1460,5031,2723,2033,1082,864,2659,836,1293,1600,3778,3202,4895,1005,3299,1751,401,197,184,80,205,85.0,306,105,524,55,126,149,1084,69,164,272,67,12,7702,17,0,0,3,3,6,0,0,0,6,4,4,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,https://data.ninjakiwi.com/btd6/users/9fb81e8f8cc4abf41f43db1a5e74e77499011cba9c448a3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
Stellar,201917,122175000,0,,1476,1250,394,480,818,398,730,749,518,1478,456,147,147,308,1792,132,951,859,597,775,1695,479,1724,222,48,48,307,28,28,272.0,113,4,16,186,131,108,68,101,24,1,2,1,2498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb612dd8bc4f0f14b44dc190d77e770cb501eeaca178c6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
dream,181450,127183000,5129303,,4903,386,110,140,520,184,302,2611,2452,992,1159,182,71,134,934,196,301,2685,2545,972,564,1731,2994,141,43,288,49,29,206,142.0,882,16,12,6,20,258,933,3,5,258,3,0,3675,0,60,5,0,0,13,3,10,62,39,5,32,2,0,3,12,3,0,62,43,27,0,33,72,0,0,0,0,0,3,0.0,23,0,0,0,0,0,14,0,1,0,0,0,41,0,https://data.ninjakiwi.com/btd6/users/9fb611d88d92a8a64a40894a5672b323cb0018bcc817db3b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f9d75c66d6e879caea66060592540877_ProfileAvatar71.png
Okate,182167,131726000,16804976,,1261,297,85,150,423,175,22,1058,588,500,851,245,25,23,512,64,97,1273,830,529,400,1037,1164,39,19,177,8,6,83,7.0,101,0,13,1,1,322,230,7,7,201,11,0,1457,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6148bdd97a8a21e16874b5a71b275c80615ed9d42da3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/845b9c31facac365f6d1a03247495b7b_ProfileAvatar82.png
Player,182367,129282000,0,,1923,378,292,206,176,244,129,1792,365,303,483,232,49,84,972,204,513,1259,761,460,1028,386,1201,76,24,206,87,24,108,4.0,301,14,13,4,0,106,432,24,25,96,0,1,2353,1,14,0,0,8,2,3,0,9,0,0,5,0,0,0,29,6,8,17,17,0,4,3,10,0,0,0,2,0,6,0.0,9,0,0,0,0,0,3,0,0,0,0,0,20,0,https://data.ninjakiwi.com/btd6/users/9fb61188dec0f9ad1a41dd485676e470cb041ee897438d6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
luxiyao,182883,124414000,24156338,,1381,499,259,207,306,234,138,1120,666,556,656,344,87,58,847,247,544,1190,863,424,371,645,1320,201,102,311,11,39,163,14.0,211,19,8,0,0,121,346,2,17,146,9,0,1609,0,0,0,0,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb64682d692afa61f45884b0922e272c80d14b59614dd3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b1ef093283db879ae51f4dc27b82a5a0_ProfileAvatar37.png
Ra-inya,185683,131308000,24156338,,287,104,42,56,105,98,32,157,160,251,103,100,63,91,181,94,88,101,156,242,269,42,87,68,98,38,31,10,22,,17,0,2,0,0,15,74,64,54,0,13,1,565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,3,0,https://data.ninjakiwi.com/btd6/users/9fbb44deddc3fca24c17874e0b20e7769f044cbfcb10df3f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/a1f857b4a0c0f1c1476a65f5ded7fdf9_ProfileAvatar117.png
iSlester,165867,134229000,15428727,,7985,4060,1281,4056,2200,904,363,1741,1790,4080,1865,562,385,740,1427,645,1463,3626,2012,1580,4233,3200,3008,2484,854,229,176,116,137,6.0,260,13,41,44,167,74,399,19,54,47,239,36,5179,24,-94,-5,0,93,-2,0,0,-2,1,0,0,0,0,-4,12,0,-5,-1,-1,10,1,-18,-16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,0,0,-9,0,https://data.ninjakiwi.com/btd6/users/9fbc1f88db91fba51e178d4a0b21ef75c8561db5cf46d039,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
Sugar,172800,124320000,1791357,,6607,3286,3301,1589,2638,1078,596,4948,2592,3570,2929,1092,1222,889,2457,1039,3479,4016,2377,1533,4516,2522,3818,1120,226,508,527,336,733,110.0,608,232,334,281,115,494,502,70,124,316,27,2,14250,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cea4183dc93afa34b458a190d26e574cc561aba9c128c3f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/2566e9d027fe699d362170b8c8d82ef5_ProfileAvatar43.png
Ylin,182467,129828000,0,,4516,1163,888,753,601,416,236,3707,1642,1569,2852,805,433,490,1322,601,1240,2515,1683,341,3421,1425,2497,925,134,139,270,22,60,16.0,462,51,32,9,28,1182,471,6,36,324,29,2,4542,10,0,0,0,0,18,0,0,0,11,19,4,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,https://data.ninjakiwi.com/btd6/users/9fba158edb9faaf019118c4b0971e776c8504cb59a44df6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e02ea1ca5d8bf94a54f7dc30a2258c4b_ProfileAvatar110.png
card,193867,103734000,0,,2669,938,862,868,325,630,428,1515,1530,1410,795,521,231,306,960,574,1412,1171,1014,322,2371,762,1873,645,155,382,29,24,257,48.0,204,11,296,83,29,277,339,37,77,223,6,2,4366,2,0,0,0,0,5,0,0,4,14,13,2,0,0,0,4,0,0,0,6,60,0,4,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,12,0,0,0,41,0,https://data.ninjakiwi.com/btd6/users/9fbf428d8a92fef449408f1d0a73e27f98511db5cd16d83f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/be99bb17f8ab6d4953edcfcb2c6e7e0c_ProfileAvatar48.png
The White .,198233,156236000,0,,1153,344,342,421,627,304,139,321,391,849,259,112,199,271,436,132,157,654,512,569,723,447,596,418,112,65,80,23,71,25.0,163,4,5,27,44,63,71,1,21,0,45,0,1691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb71083df90fcf310138b190b73e325c80749e8cc46df6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
ISAB,172917,102060000,0,,27999,13605,4489,14272,14544,3292,503,13477,7687,12407,11354,4258,3230,2356,7109,3231,5854,21948,8358,6309,12179,7565,11809,5151,2820,885,865,835,755,134.0,2238,404,613,105,1213,2293,2754,112,1013,1815,582,500,31509,2344,0,46,0,98,10,0,0,0,3,3,0,0,0,10,7,0,4,1,21,15,5,10,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0,0,0,4,0,0,0,11,0,https://data.ninjakiwi.com/btd6/users/9fba1fda8c90faf11c44da4e5f26b27fcb561fb999158c3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/d84627d3e016cfff12b6977db9cb9e0a_ProfileAvatar70.png
BFG 29,176167,174471000,0,,16849,9324,6395,7734,10222,4551,2930,6480,10122,13452,5642,1714,3074,2591,8121,3819,7451,17681,12389,6117,15334,5025,13284,2858,927,950,2001,597,1351,159.0,3989,503,738,234,599,265,2780,126,699,186,651,6,28022,17,1,0,0,0,25,0,0,0,16,25,14,0,0,0,0,0,0,1,0,84,1,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,16,0,0,0,18,0,https://data.ninjakiwi.com/btd6/users/9cb9118bdd93a8f64b4bdd1f0e20e470c8021fba9b138d31,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
FainterTwT,168617,161117000,5129303,,7740,5285,2437,4336,7143,1180,474,2124,2174,5489,2028,807,1894,1280,3300,774,2368,4468,3016,5079,5005,725,2718,1737,235,356,767,342,244,129.0,295,95,105,76,1440,137,974,57,279,91,443,7,11938,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc4189d99ef8a74e428f1e5722e771c80619efcb188a3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/58c6650f0e67a4737d16441bb0358fc0_ProfileAvatar73.png
shuai,175950,185972000,0,,2685,1591,892,1011,764,553,974,9233,691,2145,1946,578,172,329,1252,567,871,971,1311,3379,2238,1275,1286,429,64,115,45,52,43,103.0,974,12,196,18,125,81,621,262,36,3637,45,0,8485,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb611888e94f8f11847de1e0a76b026cc061bbbca138b3b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0fb277e64c75fc888d3dca1a1f4cedae_ProfileAvatar120.png
Bonge,181383,173602000,0,,7350,4713,2145,1708,1702,702,329,3614,3954,5368,2745,598,408,1149,1868,1469,5523,5409,1954,1188,9451,2527,4645,1837,182,374,179,124,205,14.0,558,117,83,52,2,431,660,157,209,535,201,4,9341,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbf46d9ddc3fbf11d17dd430b20e57698004fb9cb188e30,https://static-api.nkstatic.com/appdocs/4/assets/opendata/03752d93a19efa269bef3cdf43922a89_ProfileAvatar67.png
Jerry,181967,168953000,5129303,,13349,11117,5622,7228,5970,1530,252,7791,7156,14022,8620,2868,1748,2990,8341,4190,10984,7810,13928,1180,23546,2293,10049,6266,2606,1213,1695,620,1588,12.0,1316,492,807,352,183,967,1010,341,437,401,310,72,25542,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cb841d98a96aca41f10d94b0a76b421ce5614b49611d83f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/93899ad8b3667da7dad9a785fd827383_ProfileAvatar63.png
SmileAlex,186383,176453000,5129303,,4577,1967,1882,2538,2184,936,672,1635,1373,2302,2081,926,541,862,2269,573,1982,2564,2021,1339,3726,1164,2316,1138,1334,232,223,100,216,76.0,283,80,153,66,51,190,821,53,135,59,136,1,6497,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe4183df93aaf04d4b891a0976e171cb054feec844de3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
Xynne,188183,174315000,0,,4729,2384,469,772,825,328,440,608,853,2740,506,284,184,352,638,370,4439,1422,967,696,5817,277,1533,670,464,180,238,34,264,10.0,309,130,41,63,4,88,340,202,69,75,21,2,4274,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,https://data.ninjakiwi.com/btd6/users/9cba10de8c95fba21e13dc425f70e477c9031eb49a41d86c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ba07ae7b394cd4fa9fc329a100505d5b_ProfileAvatar51.png
Super Unicum,193750,186206000,0,,1113,965,655,626,706,311,296,1091,653,1091,715,422,119,163,510,381,934,815,1202,360,742,463,927,201,171,357,73,130,158,15.0,50,1,2,1,27,43,44,2,6,119,5,0,1483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6118adf94fca11847de1e0a76b026cc0618e999458b6b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/51524359fcf0d2950590fed2a24ede0e_ProfileAvatar68.png
wel,132883,189291000,0,,399,126,125,123,91,46,72,207,167,123,533,87,102,66,194,118,229,55,131,153,66,292,59,110,137,38,2,4,6,,11,5,15,2,0,2,11,0,7,8,9,4,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb713ded7c0aaf31d4ad94b567ab776cb0715ea9e17d130,https://static-api.nkstatic.com/appdocs/4/assets/opendata/2566e9d027fe699d362170b8c8d82ef5_ProfileAvatar43.png
tsp,159483,188534000,0,,98434,44107,45320,78025,74606,12545,1674,44760,60431,44493,43330,14245,15034,7413,55106,12710,18939,119592,40203,10079,44468,14603,42686,34460,10801,2871,20677,4198,6369,70.0,24378,4173,3587,3516,3257,7110,10856,1190,4093,813,2699,880,217909,10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ced108c8e93faa54b46da4d5626b723cd004eeacd10de3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0fb277e64c75fc888d3dca1a1f4cedae_ProfileAvatar120.png
simpleAIII,187350,163135000,0,,773,195,163,170,125,144,291,1097,583,447,184,263,90,38,82,48,409,462,338,525,990,147,544,167,88,15,28,34,119,9.0,21,4,3,0,19,36,317,0,72,40,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb61f8dd894abf31f108c4b5822b32298024bb89617d86a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b8170f4ca681b8c6839efa57e6edf056_ProfileAvatar34.png
Damocles,193500,189712000,0,,2017,968,509,546,528,282,105,636,459,1211,715,279,237,262,600,889,636,571,600,377,2404,450,906,436,221,28,29,17,96,24.0,145,39,1,0,60,12,438,52,23,9,42,3,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fba1183d795adad1f4a871a5b75ee72c95548bf9c468939,https://static-api.nkstatic.com/appdocs/4/assets/opendata/90c55ab36f3552975a6eb7251c17319d_ProfileAvatar55.png
Spikey,193967,152101000,0,,658,430,268,252,314,118,202,55,367,223,179,75,62,70,126,116,159,235,234,213,923,54,306,88,48,19,3,8,28,14.0,9,0,44,7,0,0,164,0,46,27,38,32,597,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6468fdfc5fda31b16d94f5626ef219a5718b897468b6a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e0efcee62da40708a4c0a872f76bd89c_ProfileAvatar66.png
Dingledorf,194933,167417000,0,,13434,6481,3493,3893,6230,3011,449,6406,8655,21272,9000,3177,1845,1932,8686,3536,11439,9623,7217,867,19302,4072,13718,3315,746,615,841,268,401,30.0,3260,204,1074,413,202,912,1551,634,304,392,271,48,17218,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ced12dfd796ffa11116dc4e5871ef24ce5018ee9a17d96b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/93899ad8b3667da7dad9a785fd827383_ProfileAvatar63.png
I love you <3,196583,159095000,0,,5622,3301,1744,4136,3330,1221,258,2794,2356,4060,3066,638,982,1091,2189,1408,2383,3681,3112,1338,8623,964,4627,1654,519,399,362,135,143,2.0,259,31,53,43,107,141,447,74,110,64,288,49,7739,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe46ddd8c7aba21b46891d0a76e521ce0d1ab99f43d93e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/90c55ab36f3552975a6eb7251c17319d_ProfileAvatar55.png
Tristan,196917,122215000,0,,1710,756,436,422,502,166,207,808,702,1342,554,127,72,149,372,224,1044,808,732,544,2147,322,966,321,39,100,29,25,84,9.0,170,6,21,4,18,20,107,2,27,15,33,2,1478,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb71e8ddd96f0f34e11884f5822e426990219b897458d3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/a1f857b4a0c0f1c1476a65f5ded7fdf9_ProfileAvatar117.png
EMMc,197483,185182000,0,,3767,1924,1937,2509,1609,1102,76,3272,1954,3488,1088,790,734,738,2021,1479,1735,1771,1772,543,3427,706,1756,1014,248,642,380,86,267,12.0,309,151,55,61,3,342,466,88,96,109,159,27,10145,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cea11df8ac2f9a24e46de4e5b22e77099514ebe9e12dd6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e0efcee62da40708a4c0a872f76bd89c_ProfileAvatar66.png
Jinxexe,197917,147257000,0,,2492,778,516,761,625,554,144,757,2385,1326,607,330,408,371,1117,544,830,1646,882,452,4277,648,1690,312,150,324,154,81,188,22.0,1241,65,38,12,15,42,260,47,118,20,57,23,5108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cb6468bd8c5afa64d41de4c5d74b277cc5518bdc815d06b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
